text,label,label_raw,speaker,image_path
“We are right now producing more oil than Saudi Arabia and Russia combined.”,Real,mostly-true,Donald Trump,news_images\Real_1_210.jpg
"President Donald Trump's proposed 2027 military budget would be ""the largest spending increase since World War II.”",Real,mostly-true,Democratic National Committee,news_images\Real_1_211.jpg
"The U.S. Navy was created ""to free international waters from the Barbary pirates.""",Real,mostly-true,Byron Donalds,news_images\Real_1_212.jpg
"""Bombing civilian power infrastructure is a war crime.”",Real,mostly-true,Seth Moulton,news_images\Real_1_213.jpg
Milk prices “currently are no higher than they were in 1980’s.”,Real,mostly-true,Blake Gendebien,news_images\Real_1_214.jpg
“9% of American citizens don't have the identification that the SAVE act requires to vote. Almost 1 in 10.”,Real,mostly-true,Tammy Duckworth,news_images\Real_1_215.jpg
"“There is no history … that shows an air campaign alone will result in positive regime change. In fact, there's not a single example of it in the entirety of American history.”",Real,mostly-true,Chris Murphy,news_images\Real_1_216.jpg
"President Donald Trump’s tariff policies “have forced American families to pay more than $1,700 each in tariff costs” since last year.",Real,mostly-true,Abigail Spanberger,news_images\Real_1_217.jpg
New York ranks No. 1 in the nation for individual tax burden.,Real,mostly-true,Bruce Blakeman,news_images\Real_1_218.jpg
“New Yorkers pay 49% more than the national average for electricity.”,Real,mostly-true,Tom O'Mara,news_images\Real_1_219.jpg
The Federal Emergency Management Agency’s “backlog of unanswered disaster assistance applications has exploded to the largest in its history.”,Real,mostly-true,Jared Moskowitz,news_images\Real_1_220.jpg
“No están recibiendo el entrenamiento tradicional de cinco meses… .El entrenamiento para los agentes de ICE ahora es de 47 días”.,Real,mostly-true,Mark Warner,news_images\Real_1_221.jpg
“They are not getting the traditional five months training. … The training for the ICE agents now is 47 days.”,Real,mostly-true,Mark Warner,news_images\Real_1_222.jpg
"In Florida, “68 to 70% of property tax revenue” is from “second homes, investment properties, commercial properties, Airbnb,” not primary residences.",Real,mostly-true,Ron DeSantis,news_images\Real_1_223.jpg
"“About 25% of the time the Coast Guard boards a ship, there are no drugs.”",Real,mostly-true,Rand Paul,news_images\Real_1_224.jpg
Florida will be the “hardest hit” state in the country if enhanced Affordable Care Act subsidies expire.,Real,mostly-true,Darren Soto,news_images\Real_1_225.jpg
"People with insurance through the Affordable Care Act will see a “75% increase in premiums starting Nov. 1” if enhanced subsidies are not extended, including “twice as much in the rural areas.”",Real,mostly-true,Amy Klobuchar,news_images\Real_1_226.jpg
"“If the government shuts down, members of Congress still get paid. The janitors never get paid.”",Real,mostly-true,Dan Koh,news_images\Real_1_227.jpg
"During Gov. Hochul’s tenure, there has been “more crime on our streets.”",Real,mostly-true,Robert Ortt,news_images\Real_1_228.jpg
“Republicans are spiking health insurance premiums by 75% for everyday Americans” if they don’t extend enhanced Affordable Care Act subsidies.,Real,mostly-true,Katherine Clark,news_images\Real_1_229.jpg
“Democrats have voted for national independent redistricting. Republicans have not.”,Real,mostly-true,Gavin Newsom,news_images\Real_1_230.jpg
“The (Evers) Era locked Wisconsin families into a 400‑year property tax increase.”,Real,mostly-true,Americans for Prosperity,news_images\Real_1_231.jpg
“Guns are the leading cause of death for children in North Carolina.”,Real,mostly-true,Josh Stein,news_images\Real_1_232.jpg
"“Since Donald Trump's inauguration, we have seen an 11% decline in the value of the dollar, the steepest decline in more than a half a century.”",Real,mostly-true,Ritchie Torres,news_images\Real_1_233.jpg
"“America had a trade surplus in ice cream in 2020 under President Trump's leadership, but that surplus turned into a trade deficit of $40.6 million under President Biden's watch.”",Real,mostly-true,U.S. Trade Representative,news_images\Real_1_234.jpg
“California provides $83.1 billion more than we receive from the federal government. Texas? Receives $71.1 billion more than they provide to the federal government. 71% of the U.S. GDP comes from blue counties.”,Real,mostly-true,Gavin Newsom,news_images\Real_1_235.jpg
"“ICE will now become the country’s largest federal law enforcement agency, bigger than the FBI, bigger than the DEA.”",Real,mostly-true,Jon Favreau,news_images\Real_1_236.jpg
"""Undocumented immigrants paid more taxes last year than Amazon, GM, IBM & Netflix combined.""",Real,mostly-true,Occupy Democrats,news_images\Real_1_237.jpg
"“The state of Illinois has a lower income tax rate than we do, and a flat tax. It’s almost half of what the top bracket here in Wisconsin is.”",Real,mostly-true,Josh Schoemann,news_images\Real_1_238.jpg
"California has lower homicide rates than Alabama, Arkansas and Oklahoma.",Real,mostly-true,Gavin Newsom,news_images\Real_1_239.jpg
“President Trump has granted pardons that have wiped out over $1 billion in debts owed by wealthy Americans who have committed fraud and broken the law.”,Real,mostly-true,Liz Oyer,news_images\Real_2_240.jpg
"“It's estimated” that President Donald Trump’s tariffs will mean “American families would have to pay about $4,000 more a year.”",Real,mostly-true,Charles Schumer,news_images\Real_2_241.jpg
"“If we don’t pass the tax bill by the end of the year, we will have the largest tax increase in American history.”",Real,mostly-true,Michael Lawler,news_images\Real_2_242.jpg
Men “have the lowest college attainment rate ever.”,Real,mostly-true,Ruben Gallego,news_images\Real_2_243.jpg
"""Brad Schimel said that he wanted to be part of Donald Trump's support network.""",Real,mostly-true,Susan Crawford,news_images\Real_2_244.jpg
"“Under the previous administration … the cost of a median-price home in America more than doubled, and that was just in four years.”",Real,mostly-true,JD Vance,news_images\Real_2_245.jpg
The Chicago Cubs owner is bankrolling Brad Schimel.,Real,mostly-true,Social Media,news_images\Real_2_246.jpg
We’re one of the very few nations that allowed birthright citizenship.”,Real,mostly-true,Ron Johnson,news_images\Real_2_247.jpg
"“As a Californian, we have given more to the recovery of other states than any other state in the union.”",Real,mostly-true,Adam Schiff,news_images\Real_2_248.jpg
"""Our nation’s tallest mountain … has been called Denali for thousands of years.""",Real,mostly-true,Lisa Murkowski,news_images\Real_2_249.jpg
"“After 30 years of Wisconsin’s checking account running a deficit, we've ended every fiscal year I've been governor with a positive balance. Today, we have a $4.5 billion positive balance, and a record-high balance in our state savings account.""",Real,mostly-true,Tony Evers,news_images\Real_2_250.jpg
"We’ve created 732,000 jobs since I've been governor.",Real,mostly-true,Kathy Hochul,news_images\Real_2_251.jpg
“Milwaukee is one of the sex trafficking capitals in our country.”,Real,mostly-true,Eric Hovde,news_images\Real_2_252.jpg
Says opponent Eric Hovde “supports a $4 trillion tax plan that would disproportionately advantage the well-off and profitable corporations”,Real,mostly-true,Tammy Baldwin,news_images\Real_2_253.jpg
"“There was a bill to basically create a ban to make sure we never become a sanctuary state, that no locality passes those regulations, and (former Manchester Mayor Joyce Craig) opposed that bill.”",Real,mostly-true,Kelly Ayotte,news_images\Real_2_254.jpg
Kamala Harris “supports taxpayer-funded sex changes for prisoners and illegal aliens.”,Real,mostly-true,Donald Trump,news_images\Real_2_255.jpg
"""The ERA could also mandate that schools allow biological males to compete in girls' sports.""",Real,mostly-true,Coalition to Protect Kids NY,news_images\Real_2_256.jpg
"Says Wisconsin GOP U.S. Senate candidate Eric Hovde ""brags about being in the 1%.""",Real,mostly-true,Democratic Senatorial Campaign Committee,news_images\Real_2_257.jpg
"“400,000 workers are now in a union that were not in a union when (Biden) became president.”",Real,mostly-true,Julie Su,news_images\Real_2_258.jpg
"""Typically you have three to four debates in a U.S. Senate race. (Sen. Tammy Baldwin, D-Wis. has) given me one debate, almost a month after early voting has started.""",Real,mostly-true,Eric Hovde,news_images\Real_2_259.jpg
Donald Trump “took away protections against discrimination for LGBTQ patients under the Affordable Care Act.”,Real,mostly-true,Kamala Harris,news_images\Real_2_260.jpg
Gov. Tim Walz delivered paid family leave in Minnesota but “Republicans are blocking” a Biden-Harris proposal.,Real,mostly-true,Pete Buttigieg,news_images\Real_2_261.jpg
"El gobernador de Minnesota, Tim Walz, firmó una ley dando educación universitaria gratuita “a los inmigrantes ilegales”.",Real,mostly-true,Lindsey Graham,news_images\Real_2_262.jpg
Minnesota Gov. Tim Walz signed “legislation giving free college … to illegal immigrants.”,Real,mostly-true,Lindsey Graham,news_images\Real_2_263.jpg
"""Since Vice President Harris and I took office … incomes have risen faster than prices.""",Real,mostly-true,Joe Biden,news_images\Real_2_264.jpg
"“Even before the pandemic, America went into a manufacturing recession.”",Real,mostly-true,Pete Buttigieg,news_images\Real_2_265.jpg
"“Today, America has record energy production and we are energy independent.”",Real,mostly-true,Kamala Harris,news_images\Real_2_266.jpg
"After being shot at a Milwaukee rally in 1912, former President Teddy Roosevelt “finished his speech and he kept fighting.”",Real,mostly-true,Donald Trump Jr.,news_images\Real_2_267.jpg
"""Unlike Mike Pence, (JD) Vance said he would have carried out Trump's plan to overturn the 2020 election.""",Real,mostly-true,Kamala Harris,news_images\Real_2_268.jpg
"In 2020, “only nine NATO allies were spending 2%” of their GDP on defense. “This year, 23 will spend at least 2%.”",Real,mostly-true,Joe Biden,news_images\Real_2_269.jpg
"Says Gov. Tony Evers is asking the GOP to release money for PFAS, but ""vetoed (a bill outlining) how to spend the money.""",Real,mostly-true,Van Wanggaard,news_images\Real_3_270.jpg
"If the Affordable Care Act were terminated, “that would mean over a hundred million Americans will lose protections for preexisting conditions.”",Real,mostly-true,Joe Biden,news_images\Real_3_271.jpg
"“Due to the arrangements that I've reached with (Mexico) President Obrador, the number of migrants coming … to our shared border unlawfully in recent months has dropped dramatically.”",Real,mostly-true,Joe Biden,news_images\Real_3_272.jpg
"Says in his three election campaigns, the early polls were ""wildly incorrect, all three times.""",Real,mostly-true,Ron Johnson,news_images\Real_3_273.jpg
"“When I worked on the Affordable Care Act, I wrote the amendment that allows all young people to stay on their parents’ health insurance until they turn 26. Overnight, millions of young Americans got health care.”",Real,mostly-true,Tammy Baldwin,news_images\Real_3_274.jpg
"In his Time magazine interview, Donald Trump “said states have the right to monitor pregnant women to enforce these bans, and states have the right to punish pregnant women for seeking out abortion care.”",Real,mostly-true,Kamala Harris,news_images\Real_3_275.jpg
"“The GOP has failed to invest in our campuses, making WI fall to 42nd in the nation in state support.”",Real,mostly-true,Greta Neubauer,news_images\Real_3_276.jpg
"Starting in 2025 ""no matter what your total bills are for prescription drugs,” Medicare Part D users will never pay “more than $2,000 a year, because some of these cancer drugs are 10(,000 to) 15,000 bucks a year.”",Real,mostly-true,Joe Biden,news_images\Real_3_277.jpg
"“Support for Roe is higher today in America than it has ever been.""",Real,mostly-true,Joe Biden,news_images\Real_3_278.jpg
"After a 2022 law, “the vast majority of colleges in New York State do not have on-campus poll sites.”",Real,mostly-true,Jonathan Becker,news_images\Real_3_279.jpg
The current Congress is “the least productive in our lifetime.”,Real,mostly-true,Donna Brazile,news_images\Real_3_280.jpg
“We just had 100% increase in layoffs.”,Real,mostly-true,Scott Walker,news_images\Real_3_281.jpg
"“The average commute time for people who drive to work in (New York City) is 43 minutes, the longest in the nation.”",Real,mostly-true,Carl Weisbrod,news_images\Real_3_282.jpg
"“Nearly a quarter million birds in New York City, and more than one billion across the country, die each year from collisions with buildings.”",Real,mostly-true,Brad Holyman-Sigal,news_images\Real_3_283.jpg
"“Since 1989 and a new age of globalization began, 51 million jobs have been created in America. 49 million, 96%, have been created under Democratic presidents.”",Real,mostly-true,Simon Rosenberg,news_images\Real_3_284.jpg
"In Milwaukee, we “never defunded the police.”",Real,mostly-true,Cavalier Johnson,news_images\Real_3_285.jpg
"A new Missouri bill “would put teachers on the sex offense registry if they ‘contribute to social transition’” of transgender students, including by using gender-affirming pronouns.",Real,mostly-true,Instagram posts,news_images\Real_3_286.jpg
"“Since May of last year, we have removed or returned more individuals than in any year since 2015.”",Real,mostly-true,Alejandro Mayorkas,news_images\Real_3_287.jpg
President Joe Biden “bans TikTok for government employees but creates an account for his own campaign.”,Real,mostly-true,Katie Britt,news_images\Real_3_288.jpg
"If you went “anywhere in the world,” you could get a prescription filled for 40% to 60% less than it costs in the U.S.",Real,mostly-true,Joe Biden,news_images\Real_3_289.jpg
“Big drug companies charge as little as $7 for an inhaler overseas and nearly $500 for the exact same one here in the US.”,Real,mostly-true,Tammy Baldwin,news_images\Real_3_290.jpg
"“Each year, more than $1 billion is stolen from” workers in New York state through wage theft.",Real,mostly-true,Linda Rosenthal,news_images\Real_3_291.jpg
"“TSA found with metal detectors nearly 7,000 firearms at airports last year — an all-time high.”",Real,mostly-true,Charles Schumer,news_images\Real_3_292.jpg
"Under President Joe Biden, “Black unemployment is the lowest in American history.”",Real,mostly-true,Donna Brazile,news_images\Real_3_293.jpg
"""Unfortunately during COVID, the clerks in Madison and Milwaukee told their constituents that they were actually indefinitely confined and did not have to come and vote, which was incorrect.""",Real,mostly-true,Cindi Duchow,news_images\Real_3_294.jpg
“Florida state government (has the) lowest number of state employees per capita in the country.”,Real,mostly-true,Ron DeSantis,news_images\Real_3_295.jpg
"Gov. Tony Evers and Democrats ""rejected our (Iowa model redistricting) proposal to enact the very plan they originally endorsed.""",Real,mostly-true,Robin Vos,news_images\Real_3_296.jpg
"""Wisconsin Republicans have passed multiple billion dollar middle-class tax cuts this year, but each time we have, Governor Tony Evers has vetoed the relief.""",Real,mostly-true,Julian Bradley,news_images\Real_3_297.jpg
China is allowed to do crypto mining in the U.S.,Real,mostly-true,Asa Hutchinson,news_images\Real_3_298.jpg
Florida “had a year-over-year reduction” in overdose deaths.,Real,mostly-true,Ron DeSantis,news_images\Real_3_299.jpg
"“We’ve created close to 800,000 manufacturing jobs since I’ve taken office.”",Real,mostly-true,Joe Biden,news_images\Real_4_300.jpg
"“I have been a state legislator for 11 years, passing over 170 bills into law and delivering for Wisconsin families.”",Real,mostly-true,Katrina Shankland,news_images\Real_4_301.jpg
"""On most campuses, you cannot destroy a chalked message unless you were the one that wrote it. You can't dump water on it, you can't even walk over it.""",Real,mostly-true,Jodi Emerson,news_images\Real_4_302.jpg
"""In order to be a poll worker on the conservative side, you have to register through the Republican Party of Wisconsin.""",Real,mostly-true,Ron Johnson,news_images\Real_4_303.jpg
"“Washington, D.C., allows noncitizens to vote in (municipal elections)"" so a Russian citizen, after living in Washington for 30 days can ""vote for mayor in Washington, D.C. And they don’t even need to show their ID to do it.”",Real,mostly-true,Bryan Steil,news_images\Real_4_304.jpg
"“Because wages are rising, this Thanksgiving dinner is the fourth-cheapest ever as a percentage of average earnings.”",Real,mostly-true,Karine Jean-Pierre,news_images\Real_4_305.jpg
"“Last year alone, natural disasters in America caused $178 billion in damages.”",Real,mostly-true,Joe Biden,news_images\Real_4_306.jpg
“This map was drawn entirely in secret by an Ohio consultant … with taxpayer dollars.”,Real,mostly-true,Eric Ager,news_images\Real_4_307.jpg
"""Over the past four decades, we’ve lost over 400,000 farms in America (and) over 140 million acres of farmland. And that’s an area roughly equal to the size of Minnesota, North and South Dakota combined.”",Real,mostly-true,Joe Biden,news_images\Real_4_308.jpg
Some individuals or businesses in Wisconsin are charging $2 or $2.25 an hour for child care.,Real,mostly-true,"Rachael Cabral-Guevara,",news_images\Real_4_309.jpg
Gov. Ron DeSantis “actually sponsored the bill to make Puerto Rico a state.”,Real,mostly-true,MAGA Inc,news_images\Real_4_310.jpg
"China is “the largest developer of neuro-strike weapons, weapons engineered to change the brain activity of military commanders and segments of the population.”",Real,mostly-true,Nikki Haley,news_images\Real_4_311.jpg
"“In the time it’s going to take me to deliver this speech, we’ll go up another $20 million in debt.”",Real,mostly-true,Mike Johnson,news_images\Real_4_312.jpg
"“In the last 11 months, Customs and Border Patrol has averaged 200,000 apprehensions a month, and you know how many beds we have to detain people at the border? Thirty-eight thousand.""",Real,mostly-true,Chris Christie,news_images\Real_4_313.jpg
"""Credit card debt is above $1 trillion for the FIRST TIME EVER.""",Real,mostly-true,Jim Justice,news_images\Real_4_314.jpg
“Since Biden took office ... real wages have fallen monthly.”,Real,mostly-true,West Virginia Republican Party,news_images\Real_4_315.jpg
“The percentage of students that are going to college (in West Virginia) has been declining for five years.”,Real,mostly-true,George Zimmerman,news_images\Real_4_316.jpg
“#Bidenomics has led to mortgage rates hitting a 21-year high → over 7%.”,Real,mostly-true,Shelley Moore Capito,news_images\Real_4_317.jpg
"“Just in the last four years, $80 billion in federal funding has come to West Virginia — $22 billion more than we've ever received.”",Real,mostly-true,Joe Manchin,news_images\Real_4_318.jpg
"During E. Gordon Gee's presidency of West Virginia University, ""student enrollments have steadily decreased.""",Real,mostly-true,West Virginia University Faculty Senate,news_images\Real_4_319.jpg
"“Under Jim Justice,” West Virginia had “the lowest unemployment rate in state history.”",Real,mostly-true,Jim Justice,news_images\Real_4_320.jpg
"Since Joe Biden “has taken office, unemployment in our (Latino) community has been cut in half.""",Real,mostly-true,Joe Biden,news_images\Real_4_321.jpg
“CEOs are now making 400 times more than their average worker.”,Real,mostly-true,Bernie Sanders,news_images\Real_4_322.jpg
"During the spring 2020 election in Milwaukee, a reduction to only five polling locations “came days before the election and was done without proper notice to voters.”",Real,mostly-true,LaKeshia Myers,news_images\Real_4_323.jpg
"U.S. inflation is ""now down close to 3%, the lowest among the world’s leading economies.""",Real,mostly-true,Joe Biden,news_images\Real_4_324.jpg
"“According to the Congressional Budget Office,” the Inflation Reduction Act “will save the federal government $160 billion over the next 10 years because Medicare will be paying less for the prescription drugs they’re making available to seniors.”",Real,mostly-true,Joe Biden,news_images\Real_4_325.jpg
“Tens of millions of Americans live in communities where they cannot find a doctor while others have to wait months to be seen.”,Real,mostly-true,Bernie Sanders,news_images\Real_4_326.jpg
"“The No. 1 weather-related killer is heat. 600 people die annually from its effects, more than from floods, hurricanes and tornadoes in America combined.”",Real,mostly-true,Joe Biden,news_images\Real_4_327.jpg
Florida “decided middle school students will be taught that enslaved people benefited from slavery.”,Real,mostly-true,Kamala Harris,news_images\Real_4_328.jpg
"Says that under his presidency, the unemployment rate has “been below 4% for the longest stretch in 50 years in American history.”",Real,mostly-true,Joe Biden,news_images\Real_4_329.jpg
"“For every dollar in federal taxes my constituents pay, we get a mere 93 cents back.”",Real,mostly-true,Nick LaLota,news_images\Real_5_330.jpg
"""Per capita, more Floridians move to California than Californians moving to Florida.”",Real,mostly-true,Gavin Newsom,news_images\Real_5_331.jpg
"In the U.S., “a person can be married in the morning and thrown out of a restaurant for being gay in the afternoon.”",Real,mostly-true,Joe Biden,news_images\Real_5_332.jpg
Donald Trump “never changed one immigration law.”,Real,mostly-true,Chris Christie,news_images\Real_5_333.jpg
The average amount of assistance for the Supplemental Nutrition Assistance Program is $6 a day.,Real,mostly-true,Pramila Jayapal,news_images\Real_5_334.jpg
"Donald Trump ""wanted to amnesty 2 million illegal aliens in 2018 when he was president.""",Real,mostly-true,Ron DeSantis,news_images\Real_5_335.jpg
"""Americans will get $1.1 B in rebates from health insurance companies this year cuz of a provision I wrote in the ACA.”",Real,mostly-true,Al Franken,news_images\Real_5_336.jpg
The New York state budget covers 96% of eligible preschoolers,Real,mostly-true,Kathy Hochul,news_images\Real_5_337.jpg
"""Latino small businesses are 1 in 4 new businesses, but only 1% of venture capital funding goes to Latino businesses.""",Real,mostly-true,Kamala Harris,news_images\Real_5_338.jpg
“Donald Trump himself wrote a book where he was talking about the need to increase the age of eligibility for Social Security to 70.”,Real,mostly-true,Ron DeSantis,news_images\Real_5_339.jpg
"Gov. Ron DeSantis signed “a last-minute exception into an anti-discrimination law for anyone who also operates a theme park more than 25 acres in Florida,” benefiting Walt Disney Co.",Real,mostly-true,Vivek Ramaswamy,news_images\Real_5_340.jpg
“Texas Republicans just voted to give a Republican appointee the power to single-handedly CANCEL election results in the state’s largest Democratic county.”,Real,mostly-true,Facebook posts,news_images\Real_5_341.jpg
“Fentanyl is the leading cause of death for Americans 18-45.”,Real,mostly-true,Greg Abbott,news_images\Real_5_342.jpg
Missouri’s attorney general has a website “where people can report trans individuals and the people who help them.”,Real,mostly-true,X posts,news_images\Real_5_343.jpg
Florida has “the second lowest tax burden per capita in the United States.”,Real,mostly-true,Ron DeSantis,news_images\Real_5_344.jpg
“One in 5 Americans has lost a family member to gun violence.”,Real,mostly-true,Kamala Harris,news_images\Real_5_345.jpg
"“Title 42 and other Trump-era holdovers are forcing migrants into dangerous, overcrowded conditions in Mexico.”",Real,mostly-true,Joaquin Castro,news_images\Real_5_346.jpg
Sullivan County “has the highest opioid death rate in all of New York state” yet “it’s the only county in the Hudson Valley not included in the federal High-Intensity Drug Trafficking Area” program.,Real,mostly-true,Charles Schumer,news_images\Real_5_347.jpg
“The UK has had ZERO school shootings since” it changed its gun laws after a 1996 school shooting.,Real,mostly-true,Instagram posts,news_images\Real_5_348.jpg
“Gun violence is the number one killer of children and teens — it has overtaken cars.”,Real,mostly-true,Ashbey Beasley,news_images\Real_5_349.jpg
“Every single county in New York has experienced a federal climate disaster between 2011-2021.”,Real,mostly-true,Rebuild by Design,news_images\Real_5_350.jpg
“A proposal in Syracuse would pay gang members $100-$200 per week to stay out of trouble.”,Real,mostly-true,William Barclay,news_images\Real_5_351.jpg
“We cut Black child poverty in half in 2021 because of the child tax credit.”,Real,mostly-true,Joe Biden,news_images\Real_5_352.jpg
Walgreens’ position “has always been” to “dispense Mifepristone in any jurisdiction where it is legally permissible to do so.”,Real,mostly-true,Walgreens,news_images\Real_5_353.jpg
"""Wisconsin has seen over 63 billion dollars of federal pandemic-related funding funnel into our state over (Gov. Tony Evers') tenure.""",Real,mostly-true,Joan Ballweg,news_images\Real_5_354.jpg
Wake County is the only large county in North Carolina that elects its commissioners at-large countywide.,Real,mostly-true,Erin Paré,news_images\Real_5_355.jpg
New York City Mayor Eric Adams proposes to “ban chocolate milk.”,Real,mostly-true,Elise Stefanik,news_images\Real_5_356.jpg
“Lifetime earnings of someone with a college degree is over a million dollars more than those entering the workforce without one.”,Real,mostly-true,Stanley Litow,news_images\Real_5_357.jpg
“We banned transgender” people from serving in the military.,Real,mostly-true,Donald Trump,news_images\Real_5_358.jpg
“The whole green energy agenda involves more than doubling 10 types of mining.”,Real,mostly-true,Alex Epstein,news_images\Real_5_359.jpg
“Obama imposed stricter rules on trains carrying toxins. Trump killed them.”,Real,mostly-true,Occupy Democrats,news_images\Real_6_360.jpg
"""Energy costs are the highest in 15 years.""",Real,mostly-true,Morgan Luttrell,news_images\Real_6_361.jpg
Canada is to thank for American football.,Real,mostly-true,Dave Grohl,news_images\Real_6_362.jpg
"""Studies show that children who go to preschool are nearly 50% more likely to finish high school and go on to earn a two- or four-year degree, no matter their background they came from.""",Real,mostly-true,Joe Biden,news_images\Real_6_363.jpg
"In Wisconsin, even multimillionaires can be on BadgerCare ""because we don't even ask people what their income level is to qualify for free health care.""",Real,mostly-true,Robin Vos,news_images\Real_6_364.jpg
"""In 2010, (Wisconsin Republicans) inherited a multi-Billion dollar deficit … Today we are looking at a projected surplus approaching 7 Billion.""",Real,mostly-true,Devin LeMahieu,news_images\Real_6_365.jpg
“The USA has a gun homicide rate 26 times higher than our peers.”,Real,mostly-true,Gavin Newsom,news_images\Real_6_366.jpg
Virginia tax receipts “in just the last four years alone have grown 50%.”,Real,mostly-true,Glenn Youngkin,news_images\Real_6_367.jpg
“Fifty-one percent of our taxes are paid by 2% of New Yorkers.”,Real,mostly-true,Eric Adams,news_images\Real_6_368.jpg
“Every pro-life Governor up for election in November won – by a large margin.”,Real,mostly-true,Scott Walker,news_images\Real_6_369.jpg
A “default on our debt” would be unprecedented in American history.,Real,mostly-true,Hakeem Jeffries,news_images\Real_6_370.jpg
"Since a new immigration program was implemented, the number of Venezuelans trying to enter the U.S. illegally decreased “from about 1,100 per day to less than 250 per day on average.”",Real,mostly-true,Joe Biden,news_images\Real_6_371.jpg
“Literally five (homeless) people a day die on our streets” in the city of Los Angeles.,Real,mostly-true,Karen Bass,news_images\Real_6_372.jpg
"Florida Senate Bill 2A does not provide ""immediate relief"" to homeowners dealing with high property insurance rates and ""will force some … constituents to pay up to 20% more.""",Real,mostly-true,Rita Harris,news_images\Real_6_373.jpg
"The U.S. ""trade deficit with China has gone from about $80 billion a year in the 1990s to $400 billion a year.”",Real,mostly-true,Ro Khanna,news_images\Real_6_374.jpg
"Sen. Kyrsten Sinema ""voted with the president 93% of the time.""",Real,mostly-true,Karine Jean-Pierre,news_images\Real_6_375.jpg
"“For the last several months, wages have gone up more than prices have gone up.”",Real,mostly-true,Joe Biden,news_images\Real_6_376.jpg
"In the first three quarters of 2022, “the railroad industry made $21 billion in profits, provided $25 billion in stock buybacks and dividends” and CEOs are paid up to $20 million a year, while railroad workers have ""zero guaranteed sick leave.""",Real,mostly-true,Bernie Sanders,news_images\Real_6_377.jpg
"“When you compare us to the European Union, we're something like 23 times more likely” to have homicides and handgun killings.",Real,mostly-true,Cliff Hayes,news_images\Real_6_378.jpg
“An overwhelming majority of Wisconsinites support restoring #Roe and legalizing marijuana.”,Real,mostly-true,Tony Evers,news_images\Real_6_379.jpg
Herschel Walker “wants a nationwide ban on abortion” and said no exceptions “not even for rape or incest or life of the mother.”,Real,mostly-true,Raphael Warnock,news_images\Real_6_380.jpg
"""If Arizona were a country, it’d be the eighth largest incarcerator in the world.""",Real,mostly-true,Julie Gunnigle,news_images\Real_6_381.jpg
"Sen. Marco Rubio ""helped write the law to raise prescription prices.""",Real,mostly-true,Val Demings,news_images\Real_6_382.jpg
"The state is absorbing the cost of overtime pay for farmworkers, and farm owners do not have to pay any more.",Real,mostly-true,Kathy Hochul,news_images\Real_6_383.jpg
Katie Hobbs “has voted to double our gas tax.”,Real,mostly-true,Kari Lake,news_images\Real_6_384.jpg
"Says ""Ron Johnson is making excuses for rioters who tried to overthrow our government, even calling them ‘peaceful protests.’”",Real,mostly-true,Senate Majority PAC,news_images\Real_6_385.jpg
“One in six local election officials have received threats of violence” and threats against judges have doubled over four years and threats against members of Congress have increased by 10 times over five years.,Real,mostly-true,Amy Klobuchar,news_images\Real_6_386.jpg
"Kari Lake and Mark Finchem “have said that they will only honor the results of an election if they agree with it.""",Real,mostly-true,Liz Cheney,news_images\Real_6_387.jpg
"""Don Bolduc wants to cut trillions from Medicare and end Social Security.""",Real,mostly-true,Maggie Hassan,news_images\Real_6_388.jpg
“Carol Miller is a multi-millionaire worth over $16 million.”,Real,mostly-true,West Virginia Democratic Party,news_images\Real_6_389.jpg
"If a 12-year-old girl became pregnant because of rape or incest, ""Tim Michels would force her to deliver the baby.""",Real,mostly-true,Tony Evers,news_images\Real_7_390.jpg
"""When I was your governor, we reduced insurance rates by 10%.""",Real,mostly-true,Charlie Crist,news_images\Real_7_391.jpg
“WV families making less than $400K & small businesses will NOT be targeted by the IRS.”,Real,mostly-true,Joe Manchin,news_images\Real_7_392.jpg
“Black women are 3 to 4 times more likely to die (from maternal mortality) even when they have the insurance and the income.”,Real,mostly-true,Raphael Warnock,news_images\Real_7_393.jpg
Kari Lake has “gone on the record saying she supports Arizona's complete abortion ban. She's called it a great law.”,Real,mostly-true,Katie Hobbs,news_images\Real_7_394.jpg
“I voted with Trump on trade.”,Real,mostly-true,Tim Ryan,news_images\Real_7_395.jpg
“More fentanyl has crossed the border in the last two months under Biden than in 2019 under Trump.”,Real,mostly-true,West Virginia Republican Party,news_images\Real_7_396.jpg
"“There have now been 16 straight months of OVER 150,000 illegal border crossings.”",Real,mostly-true,Alex Mooney,news_images\Real_7_397.jpg
Sen. Marco Rubio and U.S. Rep. Ron DeSantis “voted against aid for Hurricane Sandy.”,Real,mostly-true,Yuh-Line Niou,news_images\Real_7_398.jpg
Mark Finchem “wants to strip Arizona’s citizens of their capacity to vote by mail.”,Real,mostly-true,Adrian Fontes,news_images\Real_7_399.jpg
"""I was named Iowa’s most bipartisan member of Congress by @TheLugarCenter.”",Real,mostly-true,Cindy Axne,news_images\Real_7_400.jpg
"Says Ron Johnson ""wants to put Social Security and Medicare on the chopping block every single year.""",Real,mostly-true,Joe Biden,news_images\Real_7_401.jpg
"Says under his plan to end cash bail ""the Waukesha perpetrator wouldn’t have been released """,Real,mostly-true,Mandela Barnes,news_images\Real_7_402.jpg
"Every time a Republican has been elected president over the last few decades, House Democrats have objected to the result",Real,mostly-true,Lee Zeldin,news_images\Real_7_403.jpg
